,url,title,company,description,requirement
23,https://careerbuilder.vn/vi/tim-viec-lam/cvcc-quan-tri-co-so-du-lieu-database-administrator-kcn-maritime-bank-ha-noi.35B0B211.html,CVCC Quản trị Cơ sở Dữ liệu (Database Administrator) - KCN - Maritime Bank - Hà Nội,Công Ty CP Quản Trị Nguồn Nhân Lực M-Talent," Ngân hàng TMCP Hàng hải Việt Nam (Maritime Bank) cần tuyển vị trí CVCC Quản trị Cơ sở Dữ liệu (Database Administrator) với mô tả công việc như sau:
1. Nhiệm vụ tài chính- Hoàn thành các kế hoạch tài chính đã đặt ra
2. Tham gia các dự án, xây dựng, tổ chức và triển khai kế hoạch và các nội dung công việc liên quan tới mảng Quản trị hệ thống và Giám sát hạ tầng - Quản trị Hạ tầng
• Vận hành các phân hệ hạ tầng CNTT được giao- Vận hành hệ thống máy chủ vật lý, ảo hóa (server, blade Pseris)- Vận hành hệ thống SAN storage- Vận hành hệ thống sao lưu phục hồi dữ liệu None Corebanking- Vận hành hệ thống monitor máy chủ• Nâng cấp, cập nhật, tối ưu hạ tầng (OS/ Server/ Storage)- Xây dựng, cung cấp hạ tầng Sotrage, Server, OS phục vụ triển khai hệ thống dự phòng cho các ứng dụng trong yếu- Xây dựng, cài đặt, thiết kế hạ tầng lưu trữ, máy chủ, ảo hóa.- Tham gia bảo hành bảo trì các thiết bị IBM- Quy hoạch lại các phân vùng lưu trữ- Cung cấp hạ tầng máy chủ, ảo hóa, storage,... các dự án các trung tâm khác trong Công ty• Tham gia các dự án CNTT
3. Nhiệm vụ quản trị rủi ro- Tuân thủ các chính sách CNTT để đảm bảo việc quản lý rủi ro một cách hiệu quả- Chủ động giám sát tuân thủ IT&T và các chính sách khác trên các hệ thống hiện tại- Xác định, giám sát và thực hiện kiểm soát để giảm thiểu rủi ro hoạt động đối với các hệ thống hiện tại- Đảm bảo tuân thủ các chính sách và quy trình đã được phê duyệt của M1T/ MSB và những yêu cầu pháp lý có liên quan khác- Xác định những rủi ro có thể gây trở ngại cho việc đạt được các mục tiêu đã đưa ra và có thể làm gián đoạn hoạt động kinh doanh và có những hành động thích hợp để giảm thiểu những rủi ro đó
4. Nhiệm vụ sáng tạo, cải tiến- Xác định, đề xuất và triển khai các giải pháp sáng tạo để cải thiện trải nghiệm của khách hàng, giảm chi phí hoặc tăng hiệu suất/ hiệu quả công việc
5. Nhiệm vụ quản lý chất lượng- Hiểu rõ các quy trình dịch vụ khách hàng và truyền đạt lại những quy trình đó cho khách hàng- Thiết lập các cam kết chất lượng dịch vụ (SLA) đối với các dịch vụ cung cấp cho khách hàng- Ước tính, theo dõi và báo cáo về mức độ sẵn sàng của dịch vụ để đảm bảo sự tuân thủ các SLAs đã thỏa thuận- Liên tục tìm kiếm các cơ hội và thực hiện các cải thiện về chất lượng dịch vụ cho khách hàng- Cung cấp các giải pháp để cải thiện những trải nghiệm của khách hàng 
"," - Tốt nghiệp Đại học trở lên chuyên ngành Công nghệ Thông tin Truyền thông hoặc Khoa học Máy tính
- Tiếng Anh: trình độ B1 trở lên
- Có ít nhất 04 năm kinh nghiệm trong lĩnh vực Quản lý Cơ sở Hạ tầng, Vận hành trong các môi trường phức tạp, trong đó có ít nhất 02 năm kinh nghiệm trong lĩnh vực Tài chính, Ngân hàng hoặc Viễn thông
- Có kinh nghiệm chuyên sâu về việc cung cấp các giải pháp cho một chu trình dự án thông qua vệc phân tích, phát triển
- Có kinh nghiệm về khắc phục sau thảm họa bao gồm cả quy trình làm việc, các chính sách và thủ tục
- Có kinh nghiệm trong việc tư vấn khách hàng và xây bộ giải pháp công nghệ thông tin
- Hiểu biết sâu rộng về hạ tầng công nghệ các mảng: Server, lưu trữ, Ảo hóa,...
- Hiểu biết tốt về các sản phẩm hạ tầng máy chủ: IBM, HP, Cisco, Sun,...
- Hiểu biết tốt về các sản phẩm hạ tầng lưu trữ: IBM, HP, NetApp,…
- Có khả năng tự nghiên cứu và/ hoặc đã có một trong số các chứng chỉ liên quan đến hệ thống: IBM AIX IBM, HP, NetApp,…
- Có kỹ năng làm việc nhóm, sẵn sàng làm ngoài giờ và làm việc dưới áp lực cao
- Có khả năng phân tích và giải quyết vấn đề một cách nhanh nhạy, hiệu quả
- Trung thực, cẩn thận, nhiệt tình với công việc
"
24,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-co-so-du-lieu.35B08C06.html,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu,Công Ty CP Chứng Khoán MB," Số lượng cần tuyển: 01Mô tả công việc:- Triển khai cài đặt, cấu hình, quản trị các hệ thống Cơ sở dữ liệu: Oracle, MS SQL …- Cấu hình tối ưu hệ quản trị Cơ sở dữ liệu (Performance & Tuning)- Thực hiện sao lưu / phục hồi CSDL- Các công việc khác liên quan tới Quản trị CSDL theo phân công "," Yêu cầu chung: + Giới tính: Nam/Nữ- Có tinh thần làm việc trách nhiệm, chịu được áp lực cao, tinh thần làm việc nhóm.- Có khả năng tự tìm tòi học hỏi nâng cao trình độ.+ Bằng cấp- Tốt nghiệp Đại học Chuyên ngành CNTT.+ Kinh nghiệm:- Có kinh nghiệm ít nhất 3 năm khai thác, quản trị cơ sở dữ liệu- Thành thạo các hệ quản trị CSDL như Oracle, IBM DB2, Microsoft SQL server …- Hiểu biết về máy chủ, các hệ điều hành Unix, Linux, Windows Server,.* Ưu tiên:- Ưu tiên các ứng viên có chứng chỉ Quốc tế về CSDL+ Kỹ năng mềm: - Kỹ năng làm việc nhóm- Kỹ năng xử lý độc lập+ Ngoại ngữ: Tiếng Anh giao tiếp, đọc hiểu tài liệu kỹ thuật+ Yêu cầu khác:- Sức khỏe tốt.- Chăm chỉ, trung thực, có đạo đức nghề nghiệp, có tinh thần kỷ luật caoQuyền lợi:- Hưởng Lương, thưởng hấp dẫn phù hợp với năng lực- Thời gian làm việc 5 ngày/tuần (từ thứ Hai đến thứ Sáu).- Cơ hội thăng tiến, phát triển nghề nghiệp công bằng.- Được hưởng chế độ BHXH, BHYT, BHTN, Bảo hiểm sức khỏe theo quy định của Công ty.- Được tham gia các chương trình đào tạo, huấn luyện của Công ty.- Môi trường làm việc chuyên nghiệp, thân thiện, năng động.Hồ sơ yêu cầu:- Đơn xin việc- Mẫu thông tin ứng viên (Download tại Website MBS, mục Cơ hội nghề nghiệp/Tải hồ sơ)- Hồ sơ gửi trực tuyến qua Careerbuilder hoặc thư gửi về theo địa chỉ công tyNơi nhận hồ sơ: Phòng Nhân sự - Công ty CP chứng khoán MBĐịa chỉ: Tầng 7, tòa nhà MB, số 3 Liễu Giai, Ba Đình, Hà NộiPhone: 0243.726.2600 – Máy lẻ: 2198  "
25,https://careerbuilder.vn/vi/tim-viec-lam/chuyen-vien-quan-tri-co-so-du-lieu-dba.35B08C60.html,Chuyên Viên Quản Trị Cơ Sở Dữ Liệu (DBA),Khối KHDC - Ngân hàng TMCP Phương Đông," - Quản lý thay đổi cấu hình và phiên bản đối với dịch vụ công nghệ.- Thiết kế, quy hoạch về CSDL, cài đặt và cấu hình các CSDL, quản trị, tinh chỉnh và giám sát hiệu suất của các CSDL, chẩn đoán và phục hồi các CSDL bị sự cố;- Đầu mối làm việc, xây dựng hệ thống cơ sở dữ liệu, datamart cho quản trị rủi ro nhằm khai thác tối ưu các thông tin, chiết xuất dữ liệu thuận lợi phục vụ công tác báo cáo.- Quản lý và cải tiến hệ thống thuộc phạm vi nội bộ Phòng.- Lên kế hoạch và tổ chức thực hiện công tác chuyên môn và báo cáo nhiệm vụ được giao cho lãnh đạo ", 1. Tối thiểu 03 năm kinh nghiệm làm việc trong các lĩnh vực liên quan. Trong đó có ít nhất 01 năm kinh nghiệm quản lý.2. Có ít nhất 02 năm kinh nghiệm về quản trị hệ cơ sở dữ liệu: MSSQL.3. Có kinh nghiệm triển khai và vận hành CSLD MSSQL trên nền tảng AlwaysOn Availability Groups và Replication 
26,https://careerbuilder.vn/vi/tim-viec-lam/senior-mis-data-analysis-specialist-sql-dwh-bi.35B14089.html,Senior MIS Data Analysis Specialist (SQL/DWH/BI),EASY CREDIT," JOB OVERVIEWResponsible for extracting data, performance analysis for all sections in Easy Credit to improve quality and teams’ performance to meet sections’ requirements and targets and to find root causes on business issues.KEY RESPONSIBILITIESPerform analysing and evaluating the quality, productivity for all staff in Easy Credit based on generated reports.Regularly conduct random checks and provide feedback on operating activities quality.Responsible for extracting data, prepare reports for Easy Credit MIS team and build an MIS System.Making and monitor regular reportsWork with line managers and staff to improve teams performanceWork with line managers and trainer team to have solutions for minimizing bottlenecks, operational errors and individual mistakes and to optimize overall Easy Credit workflow.Maintain performance recordUndertake other tasks assigned by line Manager and Director PMO & Custex. "," Qualification & experienceCollege/University graduation2+  years of working experience in Data analyst, QC, or similar positionsExperienced in consumer finance, insurance, bankingAble to communicate in EnglishKnowledge & SkillsHigh proficiency with Microsoft Office, specifically with excellent Excel requiredHas knowledge about data warehouse, dashboard & BIKnowledge of SQL is a plusExceptional listening and analytical skills.Excellent problem-solving ability and communication skillsPro-active attitude "
27,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xu-ly-du-lieu-tieng-duc-parttime.35B110B9.html,Nhân viên Xử Lý dữ liệu - Tiếng Đức (Parttime),Swiss Post Solutions ," Đọc hiểu, phân loại email dữ liệu tiếng ĐứcThời gian làm việc:+ Bán Thời gian: Ít nhất 4h/ ngày (thứ 3 - thứ 7)+ Lương trả theo giờ 28.000 - 35.000/giờ ", Tiếng Đức đọc hiểu 
28,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-xu-ly-du-lieu-tieng-duc-parttime.35B139DB.html,Nhân viên Xử Lý dữ liệu - Tiếng Đức (Parttime),Swiss Post Solutions ," Đọc hiểu, phân loại email dữ liệu tiếng ĐứcThời gian làm việc:+ Bán Thời gian: Ít nhất 4h/ ngày (thứ 3 - thứ 7)+ Lương trả theo giờ 28.000 - 35.000/giờ ", Tiếng Đức đọc hiểu 
29,https://careerbuilder.vn/vi/tim-viec-lam/ha-noi-chuyen-vien-cao-cap-quan-tri-co-so-du-lieu-khoi-quan-tri-rui-ro.35B12E23.html,Hà Nội - Chuyên Viên Cao Cấp Quản Trị Cơ Sở Dữ Liệu - Khối Quản Trị Rủi Ro,CÔNG TY TÀI CHÍNH TNHH MTV NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI  (SHB Finance)," 
A. Trách nhiệm chính:


		Chịu trách nhiệm xây dựng cơ chế làm sạch dữ liệu tự động, tổng hợp các dữ liệu thông tin từ nhiều nguồn và thiết lập các bảng dữ liệu chuyên biệt

		Đầu mối làm việc, xây dựng hệ thống cơ sở dữ liệu, datamart cho quản trị rủi ro nhằm khai thác tối ưu các thông tin, chiết xuất dữ liệu thuận lợi phục vụ công tác báo cáo

		Xây dựng dữ liệu tự động kết chuyển cho các bên

		Đặt đầu bài IT về yêu cầu dữ liệu thô, cơ sở dữ liệu từ nhiều nguồn để xử lý trước khi lên báo cáo.

		Tham gia test các hệ thống LOS, LMS, Collection

		Lên kế hoạch và tổ chức thực hiện công tác chuyên môn và báo cáo nhiệm vụ được giao cho lãnh đạo

"," 
B. Yêu cầu:


Năng lực Kiến thức, Kinh nghiệm



		Bằng cấp: Tốt nghiệp Đại học trở lên hoặc bằng cấp tương đương chuyên ngành liên quan đến số liệu như toán ứng dụng, thống kê, kinh tế lượng, tài chính ngân hàng, quản lý thông tin, nghiên cứu vận hành…

		Kinh nghiệm: Trên 1 năm kinh nghiệm liên quan đến xử lý, quản lý dữ liệu

		Ngoại ngữ: Toeic trên 400

		Am hiểu sản phẩm, dịch vụ, chính sách của đơn vị: Hiểu biết về sản phẩm, dịch vụ tài chính tiêu dùng



Năng lực, kỹ năng chuyên môn



		Sử dụng tốt các phần mềm để hỗ trợ phân tích, dự báo như SQL, SAS, Python, Crystal ball, Tableau, VBA

		Nắm vững và hiểu rõ các kỹ thuật phân tích rủi ro như vintage, was-is, flow rate…

		Am hiểu về các hệ thống LOS, LMS, các phần mềm tín dụng bán lẻ

"
30,https://careerbuilder.vn/vi/tim-viec-lam/database-administrator-dba.35B07A62.html,Database Administrator - DBA,Swiss Post Solutions ," Our company: Part of the Swiss Post Group headquartered in Bern, Switzerland, Swiss Post Solutions (SPS) is a leading outsourcing provider of solutions for IT services; paper-based business processes and innovative services in document management. SPS' 7,400 employees support business clients in the areas of insurance, banking, telecommunications, media, retail, energy supply and travel & transportation with their digital transformation. SPS has an active presence in all important international economic regions and works with specialized partners in selected countries. Our customers rely on us to be their experts in the fields in which they want to stand out from their competition. This makes working for SPS a demanding, but also exciting and challenging experience.You have good chance to work with our customers to improve their system and develop new projects for them. We apply the new technologies and new researches into our system to make it: faster, more stability and smarter. If you are very good at Data management, data life-cycle, data encryption, backup/restore, Kibana, ES, MS SQL then here is the best opportunity to join with us.SPS Vietnam is looking for experience Database Administrator, working with foreign customer as the below1. Principal duties- Operate (deploy, manage & maintain) database system, ensure the availability and security for the data2. Responsibilities- Responsible for database creation, maintenance and administration functions for all database environments including database tuning, upgrading, patching….- Support for daily operation of Production and other departments in data mining and data manipulation- Support for System Administrator team to deploy new version of Software/ Application which has change in database- Manage user & user right on the database system- Manage the data life-cycle to ensure the performance and security of the system- Ensure the backup/restore is working as plan and the capability of disaster recovery for customer data- Provide troubleshooting, solving and investigating for IT incidents- Co-ordinate with NOC team and Infrastructure team in incident/problem solving- Follow ISMS/ISO 27001, ISO20000, ISO14000 procedure, policies, and company regulations- Other duties as assigned by IT Manager & Direct Manager "," *** You are in love R&D with:-    Data management, data life-cycle, data encryption, backup/restore-    MS SQL-    SQL and store procedure programming*** Soft-skills:-    Strong troubleshooting & analyzing-    Customer oriented-    Problem solving*** You are offered-  Open-mind, fun place to work and European working style-  Career path development and on-going training-  Competitive salary package, annual salary review based on employee's performance and contribution and another salary review in a year for employees with really excellent performance-  Year-end bonus, performance bonus and Project bonus based on company's salary policy-  Healthcare and incident insurance-  Other benefits: Insurance, 13th salary, annual company trip, team building activities, meal allowance-  Sport activities: Football, badminton*** We welcome you to apply for and are looking forward to receiving your resume.Only suitable candidates will be contacted and invited to participate an interview.Kindly visit our website for further information www.spsvietnam.vnThank you for applying at Swiss Post Solutions Vietnam. "
31,https://careerbuilder.vn/vi/tim-viec-lam/postgresql-database-administrator.35B10BB4.html,PostgreSQL Database administrator, Mediastep Software Inc.," 3+ years of experience administering production, always-on, high throughput, OLTP RDBMS's with the last 3+ years administering Postgres Proficiency in administering PostgreSQL v9.5+ database servers running on AWS Proficiency in PostgresSQL backup & recovery, upgrade, patching, and performance tuning Advanced knowledge of SQL query execution, execution analysis & optimization, indexing strategies, partitioning etc. Advanced knowledge of SQL schema modeling and evolution Proficiency in various RDBMS replication strategies Experience with geo-redundant database deployments (active/active, active/standby, etc.) is a plus Solid Linux fundamentals including kernel and OS tuning, as they relate to DB performance and security Excellent troubleshooting, documentation, and communication skills Experience with other database management systems is a plus "," Highly motivated and self driven Enjoy learning new technologies and applying that to solving problems Enjoy collaborating and working in small teams Technically strong and hands-on Good at multitasking and thrive in fast pace environments Methodical, thorough, and solution oriented "
32,https://careerbuilder.vn/vi/tim-viec-lam/data-processing-analyst.35B126F7.html,Data Processing Analyst,GRAB COMPANY LIMITED," Responsible for processing, analyzing data for Biz Process Automation Department.Interface with business users to gather and document requirements.Responsible for developing and maintaining automation projects.Support teams to automate and optimize daily operations with automated tools and provide clear insight on performance and actionable next steps.Other related duties as required by Team Lead. "," University Graduate, preferably in Analytics, Statistics, Mathematic or Economics.2-5 years relevant work experience in an analytics or insights related role.Strong foundation in data query/manipulation using SQL.Experience using R, Python or other tools for statistical analysis is a strong plus.Results and detail-oriented.Knowledgeable with office computing tools Microsoft Office / Google DocsEffective communication and organizational skills "
33,https://careerbuilder.vn/vi/tim-viec-lam/database-developer-sql.35B0FB0B.html,Database Developer (SQL),Annam Group," • Developing cutting edge SQL reports while taking ownership of client relationships by working with customers to gather requirements, optimizesolutions, and resolve problems• Analyzing, designing, and developing reports with report writing tools (SSIS, SSRS, and Crystal Reports etc.)• Utilizing ETL processes to extract, transform, and load data between various sources• Ability to work in a team environment with a strategic thinking mentality• Detail-oriented with strong organizational, analytical and communication skills that adhere to standards and best practices• Must be able to prioritize and complete assigned tasks within required deadlines.• Places emphasis on client satisfaction and customer experience• Enthusiastic about learning large and complex systems, and expandingknowledge to learn new tools• Excellent verbal, written communication and interpersonal skills• Creative, analytical multi-tasker and self-starter "," • College / University in IT, Computer Science• 2+ year experience MS SQL Server 2000-2014 - Creating SQL, Table Design, Importing Data, Stored Procedures, Mapping, Triggers, etc.• 2+ year experience with REST, SOAP, and related WebServices oriented architectures• Experience in Microsoft SQL Server database, MySQL• Experience using Microsoft tools – Outlook, Visual Studio• Experience with SQL Server Management Studio, Power BI, Microsoft SQL Server Integration Services (SSIS), Microsoft SQL Server Reporting Services (SSRS), Microsoft SQL Server Analysis Services (SSAS), Tableau and/or QlikView.• Analyzing, cleaning and manipulating data along with transforming source data into standardized formats for inclusion in a master database.• Validating processed results generated by other developers.• Generating data analytics reports.• Interactive experience with SQL to perform standard ETL processes.• Knowledge and experience with Java would be a plus, although not a requirement. "
34,https://careerbuilder.vn/vi/tim-viec-lam/database-development-senior.35B0E52C.html,Database Development Senior,Shinhan Bank Vietnam," 
As part of our strategy to maximize potential leads from existing database. We require a Database Development Senior to supervise and support the work of the telemarketing of Data Mining Project (DMP) and Telesales also. The Database Development Senior is responsibility for maximize of filling database and deliver the best conversion rate for existing base.         
Resource the logics, assumptions how to be the best practice to import conversion rate of potential customer for Telesales.
Import datasets from a range of sources into the fundraising database (CRM) using T- SQL. With a focus on monitoring and accuracy.
Support to make decision on daily activities which based on performance of campaigns.
Reporting and import procedures. Coordinate with other members within the team to plan and implement database, ensuring that timeline are agreed, deadlines are met and clients satisfied with outcome.
Work and communicate effectively with colleagues.
Collaborate to build effective data solutions and processes, with particular emphasis on maintaining high data standards and accuracy.
Resolve database issues which raise by colleagues with effective problem solving, support and coaching for Sales Team.

"," 
Good problem solving skills
Database management & reporting
High level of detail orientation
Proactive, fast learner
Working under pressure abilities
Proficiency in programming languages: T-SQL
Proficiency in Database : SQL Server, MySQL

"
35,https://careerbuilder.vn/vi/tim-viec-lam/database-developer-assistant.35B10A89.html,Database Developer Assistant,Epinion Vietnam Company Limited," We are looking for a trainee to join our Data Management and Online Reporting team to develop, support, and maintain our database and reporting systems.KEY RESPONSIBILITIES:- Involve in ETL and reporting development, enhancement, and implementation using various technologies (SQL Server, SSIS, SSRS, Power BI)- Maintain the existing database and reporting systems- Collaborate with our team members and co-workers from other service lines (Survey Scripting, Data Processing, Project Management)- Liaise with Nordic consultants to gather requirement and provide technical support ", QUALIFICATIONS:- Proficient in T-SQL or PL/SQL- Proficient with a programming language is a plus- Demonstrated curiosity about the data- Good written and verbal communication skills in English- Logical thinking & detail oriented- Fast learning ability 
36,https://careerbuilder.vn/vi/tim-viec-lam/it-database-administrator-database-sql-mysql.35B116DA.html,IT - Database Administrator (Database/SQL/MySQL),Concung.com - Công Ty CP Con Cưng," - Cài đặt và cấu hình CSDL- Quản lý, duy trì hoạt động CSDL: CREATE, ATTACH, RESTORE, REMOVE, BACKUP, SECURITY.- ETL: CLEASING, EXTRACT, LOADING, TRANSFORMATION, MANIPULATION.- Phân tích thiết kế cấu trúc CSDL.- Lập trình CSDL: SCRIPTING, OPTIMISING- Hỗ trợ trích xuất dữ liệuTìm hiểu thêm về Concung.com-     Thời gian làm việc: Hành chính (thứ Hai – Sáu)-     Địa điểm làm việc: Tầng 4 Lawrence S.Ting Building - 801 Nguyễn Văn Linh, P. Tân Phú, Quận 7, TP HCM (Ngã Tư Nguyễn Lương Bằng – Nguyễn Văn Linh)-     Tốc độ phát triển của Concung.com:www.youtube.com/watch?v=0T4rKMd3PM0 -     Không gian làm việc tại Concung.com: www.youtube.com/watch?v=CbiELWZz1MQ-     Các hoạt động nội bộ - gắn kết tại Concung.com (Trang nội bộ Chiến Binh Hồng): www.facebook.com/chienbinhhongpage/ "," Kinh nghiệm:- Có ít nhất 1 năm kinh nghiệm ở vị trí database administrator hoặc 2 năm kinh nghiệm ở vị trí database developer.- Có kinh nghiệm làm việc với 1 trong các hệ quản trị CSDL: MSSQL, MySQL, Oracle, PostgreSQL.- Có kinh nghiệm làm việc với CSDL lớn là 1 lợi thế.- Có kinh nghiệm xây dựng hệ thống Data Warehouse, BI là 1 lợi thế.- Có kinh nghiệm làm việc với hệ quản trị CSDL NoSQL (MongoDB, DocumentDB) là 1 lợi thế.Kĩ năng:- Có nền tảng kiến thức tốt về hệ thống CNTT.- Có khả năng tìm hiểu công nghệ, tích hợp, tối ưu hệ thống hiện có.- Có kĩ năng phân tích tốt, yêu thích làm việc với dữ liệu.- Sáng tạo, tinh thần trách nhiệm cao.- Có kĩ năng tốt về truy vấn, tối ưu hóa truy vấn.- Có hiểu biết về MSBI (SSIS, SSAS, SSRS), PowerBI.Môi trường làm việc và phúc lợi- Làm việc tại một trong các đơn vị bán lẻ hàng đầu Việt Nam.- Tham gia chương trình đào tạo đội ngũ Quản lý tiềm năng của Con Cưng.- Kiến thức sâu rộng về các lĩnh vực đang phát triển tại Công ty.- Các chế độ đánh giá -     khen thưởng phong phú: lương tháng 13 + thưởng cuối năm: Trung bình 3 tháng lương, thưởng sinh nhật nhân viên, quà tết...- Môi trường làm việc năng động, sáng tạo và đề cao giá trị năng lực nhân viên.- Nghỉ phép, nghỉ lễ theo quy định của pháp luật và nội quy công ty;- Tham gia Team building, Year End Party và các sự kiện có liên quan do công ty tổ chức "
37,https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-co-so-du-lieu-database-developer.35B10201.html,Lập trình Cơ sở dữ liệu (Database Developer),"CMC SAIGON  SYSTEM INTEGRATION COMPANY, LTD"," 
Lập trình cơ sở dữ liệu, viết các procedure, function, package để lấy số liệu cho báo cáo.
Thiết kế báo cáo. (Biết sử dụng một số tool như Ireport, Crystal report,…)
Thiết kế, xây dựng các job thực hiện ETL dữ liệu.
Sử dụng một số tool visualization để thiết kế báo cáo, dashboard như Qlik, Tableau, Power BI,… (không bắt buộc).
Tham gia cùng đội dự án để phân tích yêu cầu khách hàng, thiết kế giải pháp và tạo tài liệu kỹ thuật trong quá trình xây dựng báo cáo.
Thiết lập, cài đặt môi trường phát triển.
Cài đặt hệ thống, xây dựng báo cáo, dashboard demo cho khách hàng.
Thu thập, phản hồi, ghi nhận và triển khai các yêu cầu có thay đổi.
Giải đáp thắc mắc, hỗ trợ khách hàng khắc phục lỗi phát sinh trong quá trình sử dụng báo cáo.
Kiểm tra, giám sát kết quả các tiến trình thực hiện dự án được phân công.

"," 
Tốt nghiệp ĐH/ CĐ ngành Công nghệ thông tin/ Toán tin, kỹ sư phần mềm, Ngân hàng, hoặc các ngành tương đương.
Tiếng Anh giao tiếp, đọc hiểu tài liệu khá.
Kỹ năng viết SQL (MS, Oracle) tốt, tối ưu câu lệnh.
Có kinh nghiệm làm việc với các hệ quản trị cơ sơ dữ liệu SQL Server, Oracle.
Sử dụng thành thạo 1 trong các tool : Sql Managemnet,Navigator,PL/SQL,Toad
Có kinh nghiệm sử dụng một trong các tool design report như Crytal , Ireport.
Có kiến thức về DWH, khả năng xây dựng Data Mart, Data Model là một lợi thế.
Có kinh nghiệm làm việc trong doanh nghiệp thuộc khối tài chính, ngân hàng, sản xuất và thương mại là một lợi thế.
Ưu tiên các ứng viên đã làm báo cáo ngân hàng và/ hoặc biết nghiệp vụ ngân hàng.

"
38,https://careerbuilder.vn/vi/tim-viec-lam/lap-trinh-co-so-du-lieu-database-developer.35B136D6.html,Lập Trình Cơ Sở Dữ Liệu (Database Developer),"CMC SAIGON  SYSTEM INTEGRATION COMPANY, LTD"," 

		Lập trình cơ sở dữ liệu, viết các procedure, function, package để lấy số liệu cho báo cáo.

		Thiết kế báo cáo. (Biết sử dụng một số tool như Ireport, Crystal report,…)

		Thiết kế, xây dựng các job thực hiện ETL dữ liệu.

		Sử dụng một số tool visualization để thiết kế báo cáo, dashboard như Qlik, Tableau, Power BI,… (không bắt buộc).

		Tham gia cùng đội dự án để phân tích yêu cầu khách hàng, thiết kế giải pháp và tạo tài liệu kỹ thuật trong quá trình xây dựng báo cáo.

		Thiết lập, cài đặt môi trường phát triển.

		Cài đặt hệ thống, xây dựng báo cáo, dashboard demo cho khách hàng.

		Thu thập, phản hồi, ghi nhận và triển khai các yêu cầu có thay đổi.

		Giải đáp thắc mắc, hỗ trợ khách hàng khắc phục lỗi phát sinh trong quá trình sử dụng báo cáo.

		Kiểm tra, giám sát kết quả các tiến trình thực hiện dự án được phân công.

"," 

		Tốt nghiệp ĐH/ CĐ ngành Công nghệ thông tin/ Toán tin, kỹ sư phần mềm, Ngân hàng, hoặc các ngành tương đương.

		Tiếng Anh giao tiếp, đọc hiểu tài liệu khá.

		Kỹ năng viết SQL (MS, Oracle) tốt, tối ưu câu lệnh.

		Có kinh nghiệm làm việc với các hệ quản trị cơ sơ dữ liệu SQL Server, Oracle.

		Sử dụng thành thạo 1 trong các tool : Sql Managemnet,Navigator,PL/SQL,Toad

		Có kinh nghiệm sử dụng một trong các tool design report như Crytal , Ireport.

		Có kiến thức về DWH, khả năng xây dựng Data Mart, Data Model là một lợi thế.

		Có kinh nghiệm làm việc trong doanh nghiệp thuộc khối tài chính, ngân hàng, sản xuất và thương mại là một lợi thế.

		Ưu tiên các ứng viên đã làm báo cáo ngân hàng và/ hoặc biết nghiệp vụ ngân hàng.

"
39,https://careerbuilder.vn/vi/tim-viec-lam/hr-planning-lead.35B0EB37.html,HR Planning Lead,CJ CGV Viet Nam," 

		Implement and strengthen the Organization Development

		Implement and improve the Procedures and Policies

		Implement and develop the Organizational Compensation Methodology

		Implement and develop Organizational Rewards, Bonus and Incentives

		Implement and develop Talent Retentions

		Implement and control Manpower and Budgeting planning

		Implement and develop Organizational Competition programs

		Implement and develop Compensation market benchmarking

		Act as the HRBP to take care for all functions, especially focus on Cinema Operations.

"," 
Education background


		Bachelor degree in Marketing, Hospitality, Commerce, Business Administration


Working Experience


		At least 3 years in HRBP, HR Planning

		Experience in F&B, Retail industry is preferable


Required Competencies


		Solid written and verbal English communication skills

		Proficiency in Data Analyst

		Multitasking and time-management skills, with the ability to prioritize tasks

"
